# shelf	signal	detail   (triage_09.py; feed: next_batch.py --s2-file)
S14341	b	6/7 per-file CV links name another volume (138352x6)
S14352	d	label-ambiguous item 118927
S14355	e	39 files
S14385	b	17/17 per-file CV links name another volume (123778x17)
S14385	e	38 files
S14399	c	item 35987 judged #1-16 does not fit the S run (cv - count -, gcd 111005 count 8)
S14399	c	item 35255 judged #1-10 does not fit the S run (cv - count -, gcd 111005 count 8)
S14408	b	3/3 per-file CV links name another volume (94288x3)
S14413	b	12/12 per-file CV links name another volume (1712x12)
S14413	d	label-ambiguous item 83336
S14423	c	item 41087 judged #12-15 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41093 judged #36-39 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41094 judged #40-43 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41095 judged #44-46 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41088 judged #16-19 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41089 judged #20-23 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41090 judged #24-27 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41091 judged #28-31 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14423	c	item 41092 judged #32-35 does not fit the S run (cv 101755 count 12, gcd 201416 count 12)
S14426	b	1/1 per-file CV links name another volume (42866x1)
S14436	c	item 35941 judged #7-12 does not fit the S run (cv 120101 count 11, gcd 148670 count 11)
S14460	e	29 files
S14470	b	1/1 per-file CV links name another volume (68853x1)
S14503	b	5/5 per-file CV links name another volume (87337x5)
S14524	a-I	cv 39671 named by 9 I line(s) on books of S14480
S14524	a-I	gcd 89044 named by 9 I line(s) on books of S14480
S14524	a-I	gcd 89044 named by 1 I line(s) on books of S99463
S14579	b	5/5 per-file CV links name another volume (161226x5)
S14579	c	item 43801 judged #33-41 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43813 judged #140-148 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43814 judged #149-157 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43815 judged #158-166 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43807 judged #86-94 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43808 judged #95-103 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43809 judged #104-112 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43810 judged #113-121 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43811 judged #122-130 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43812 judged #131-139 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43802 judged #42-49 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43803 judged #50-58 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43804 judged #59-67 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43805 judged #68-76 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	c	item 43806 judged #77-85 does not fit the S run (cv 127630 count 33, gcd 160398 count 36)
S14579	e	25 files
S14602	e	29 files
S14614	b	2/2 per-file CV links name another volume (71482x2)
S14627	b	1/1 per-file CV links name another volume (38661x1)
S14641	b	1/1 per-file CV links name another volume (71188x1)
S14648	b	2/2 per-file CV links name another volume (11277x2)
S14660	b	15/15 per-file CV links name another volume (86120x15)
S14699	e	29 files
S14761	c	item 43829 judged #8-16 does not fit the S run (cv 130512 count 7, gcd - count -)
S14761	c	item 43830 judged #17-25 does not fit the S run (cv 130512 count 7, gcd - count -)
S14761	c	item 43831 judged #26-34 does not fit the S run (cv 130512 count 7, gcd - count -)
S14761	c	item 43832 judged #44-52 does not fit the S run (cv 130512 count 7, gcd - count -)
S14761	c	item 43833 judged #53-62 does not fit the S run (cv 130512 count 7, gcd - count -)
S14764	b	3/3 per-file CV links name another volume (43948x3)
S14764	d	label-ambiguous item 111899
S14768	f	1 shelf/shelves merged in after the wave that landed R-036 (2026-09-23): S102998
S14788	d	label-ambiguous item 118877
S14815	d	label-ambiguous item 107262
S14816	b	3/5 per-file CV links name another volume (60302x3)
S14816	d	label-ambiguous item 107259
S14816	d	label-ambiguous item 107257
S14817	b	5/5 per-file CV links name another volume (87960x5)
S14817	d	label-ambiguous item 107252
S14826	b	1/1 per-file CV links name another volume (29784x1)
S14855	b	10/10 per-file CV links name another volume (42884x10)
S14892	a-S	gcd 110966 is also the S of S14888
S14949	b	41/61 per-file CV links name another volume (22745x41)
S14949	e	67 files
S14965	d	label-ambiguous item 26451
S15040	e	48 files
S15080	d	label-ambiguous item 93231
S15087	a-I	cv 5170 named by 1 I line(s) on books of S9439
S15087	e	129 files
S15099	b	1/1 per-file CV links name another volume (152207x1)
S15102	b	2/2 per-file CV links name another volume (2701x1, 120321x1)
S15139	b	1/1 per-file CV links name another volume (86990x1)
S15143	a-I	cv 123436 named by 1 I line(s) on books of S102843
S15143	a-I	cv 123436 named by 1 I line(s) on books of S102844
S15143	a-I	cv 123436 named by 1 I line(s) on books of S102845
S15167	d	provider-disagrees item 28292
S15167	e	105 files
S15199	e	26 files
S15232	e	21 files
S15276	b	2/2 per-file CV links name another volume (22437x2)
S15288	a-I	cv 36511 named by 1 I line(s) on books of S65609
S15289	a-I	cv 31798 named by 1 I line(s) on books of S65609
S15307	d	label-ambiguous item 108926
S15337	b	2/2 per-file CV links name another volume (139406x2)
S15358	a-S	gcd 84943 is also the S of S15362
S15362	a-S	gcd 84943 is also the S of S15358
S15415	e	22 files
S15421	b	1/1 per-file CV links name another volume (140184x1)
S15436	a-C	cv 34243 named by 1 C line(s) on books of S103879
S15436	a-C	gcd 50866 named by 1 C line(s) on books of S103879
S15458	e	35 files
S15495	b	3/3 per-file CV links name another volume (2622x3)
S15495	c	item 69698 C #1-18 on the S's own run does not fit its count
S15495	d	duplicate-edition item 69700
S15495	d	label-ambiguous item 69700
S15498	b	1/1 per-file CV links name another volume (123051x1)
S15513	f	1 shelf/shelves merged in after the wave that landed R-041 (2026-09-23): S103388
S15554	b	1/1 per-file CV links name another volume (161564x1)
S15559	b	1/1 per-file CV links name another volume (106693x1)
S15563	d	label-ambiguous item 14617
S15597	b	4/4 per-file CV links name another volume (83322x4)
S15609	e	47 files
S15628	b	2/2 per-file CV links name another volume (60345x2)
S15630	e	38 files
S15641	a-S	gcd 80972 is also the S of S15643
S15641	a-S	gcd 80972 is also the S of S15644
S15641	a-S	gcd 80972 is also the S of S15645
S15641	a-S	gcd 80972 is also the S of S15646
S15641	a-S	gcd 80972 is also the S of S15647
S15642	a-S	gcd 80972 is also the S of S15643
S15642	a-S	gcd 80972 is also the S of S15644
S15642	a-S	gcd 80972 is also the S of S15645
S15642	a-S	gcd 80972 is also the S of S15646
S15642	a-S	gcd 80972 is also the S of S15647
S15643	a-S	gcd 80972 is also the S of S15641
S15643	a-S	gcd 80972 is also the S of S15642
S15643	a-S	gcd 80972 is also the S of S15645
S15644	a-S	gcd 80972 is also the S of S15641
S15644	a-S	gcd 80972 is also the S of S15642
S15644	a-S	gcd 80972 is also the S of S15645
S15644	a-S	gcd 80972 is also the S of S15646
S15644	a-S	gcd 80972 is also the S of S15647
S15645	a-S	gcd 80972 is also the S of S15641
S15645	a-S	gcd 80972 is also the S of S15642
S15645	a-S	gcd 80972 is also the S of S15643
S15645	a-S	gcd 80972 is also the S of S15644
S15645	a-S	gcd 80972 is also the S of S15646
S15645	a-S	gcd 80972 is also the S of S15647
S15646	a-S	gcd 80972 is also the S of S15641
S15646	a-S	gcd 80972 is also the S of S15642
S15646	a-S	gcd 80972 is also the S of S15644
S15646	a-S	gcd 80972 is also the S of S15645
S15646	a-S	gcd 80972 is also the S of S15647
S15647	a-S	gcd 80972 is also the S of S15641
S15647	a-S	gcd 80972 is also the S of S15642
S15647	a-S	gcd 80972 is also the S of S15644
S15647	a-S	gcd 80972 is also the S of S15645
S15647	a-S	gcd 80972 is also the S of S15646
S15673	e	21 files
S15695	c	item 15031 judged #6-10 does not fit the S run (cv 45124 count 5, gcd 47084 count 6)
S15695	c	item 15034 judged #21-25 does not fit the S run (cv 45124 count 5, gcd 47084 count 6)
S15695	c	item 15004 judged #16-25 does not fit the S run (cv 45124 count 5, gcd 47084 count 6)
S15695	c	item 15033 judged #16-20 does not fit the S run (cv 45124 count 5, gcd 47084 count 6)
S15695	c	item 15032 judged #11-15 does not fit the S run (cv 45124 count 5, gcd 47084 count 6)
S15695	c	item 15003 judged #1-15 does not fit the S run (cv 45124 count 5, gcd 47084 count 6)
S15695	e	34 files
S15718	c	item 45343 judged #6-10 does not fit the S run (cv - count -, gcd 211057 count 6)
S15718	c	item 45344 judged #11-15 does not fit the S run (cv - count -, gcd 211057 count 6)
S15718	c	item 45345 judged #16-20 does not fit the S run (cv - count -, gcd 211057 count 6)
S15732	b	2/2 per-file CV links name another volume (106909x2)
S15755	c	item 43921 judged #27-35 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43944 judged #234-242 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43945 judged #243-251 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43946 judged #252-260 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43947 judged #261-269 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43948 judged #270-276 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43940 judged #198-206 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43941 judged #207-215 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43942 judged #216-224 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43943 judged #225-233 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43934 judged #144-152 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43935 judged #153-161 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43936 judged #162-170 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43937 judged #171-179 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43938 judged #180-188 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43939 judged #189-197 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43928 judged #90-98 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43929 judged #99-107 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43930 judged #108-116 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43931 judged #117-125 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43932 judged #126-134 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43933 judged #135-143 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43924 judged #54-62 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43925 judged #63-71 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43926 judged #72-80 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43922 judged #36-44 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	c	item 43923 judged #45-53 does not fit the S run (cv 57424 count 31, gcd 223470 count 31)
S15755	e	32 files
S15771	d	label-ambiguous item 102640
S15771	e	34 files
S15789	b	8/8 per-file CV links name another volume (47896x8)
S15805	b	1/1 per-file CV links name another volume (40244x1)
S15854	b	68/68 per-file CV links name another volume (73103x68)
S15854	d	label-ambiguous item 111306
S15854	e	68 files
S15869	b	1/1 per-file CV links name another volume (102776x1)
S15932	d	label-ambiguous item 108433
S15940	b	1/1 per-file CV links name another volume (43935x1)
S15949	c	item 42361 judged #395-403 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42360 judged #386-394 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42358 judged #368-376 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42359 judged #377-385 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42323 judged #39-48 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42357 judged #359-367 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42352 judged #314-322 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42353 judged #323-331 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42354 judged #332-340 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42355 judged #341-349 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42356 judged #350-358 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42349 judged #287-295 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42350 judged #296-304 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42351 judged #305-313 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42347 judged #269-277 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42348 judged #278-286 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42329 judged #100-109 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42330 judged #110-119 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42331 judged #120-129 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42332 judged #130-139 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42333 judged #140-149 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42334 judged #150-159 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42335 judged #160-169 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42336 judged #170-178 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42337 judged #179-187 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42338 judged #188-196 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42339 judged #197-205 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42340 judged #206-214 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42341 judged #215-223 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42342 judged #224-232 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42343 judged #233-241 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42344 judged #242-250 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42345 judged #251-259 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42346 judged #260-268 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42324 judged #49-58 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42325 judged #59-68 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42326 judged #69-78 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42327 judged #79-88 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	c	item 42328 judged #89-99 does not fit the S run (cv 85812 count 44, gcd 109685 count 45)
S15949	e	44 files
S15990	e	29 files
S16006	b	8/8 per-file CV links name another volume (2870x8)
S16006	d	label-ambiguous item 117889
S16033	e	60 files
S16039	a-I	gcd 6037 named by 1 I line(s) on books of S14084
S16039	e	39 files
S16053	d	label-ambiguous item 118905
S16097	a-I	cv 31702 named by 1 I line(s) on books of S4752
S16097	a-I	gcd 176664 named by 1 I line(s) on books of S4752
S16102	d	label-ambiguous item 89133
S16107	a-I	cv 36727 named by 1 I line(s) on books of S4752
S16116	a-I	cv 45175 named by 1 I line(s) on books of S4752
S16116	a-I	gcd 178463 named by 1 I line(s) on books of S4752
S16131	d	label-ambiguous item 118879
S16131	f	1 shelf/shelves merged in after the wave that landed R-050 (2026-09-23): S103768
S16146	e	24 files
S16147	b	6/6 per-file CV links name another volume (76943x6)
S16164	e	50 files
S16193	d	arithmetic-odd item 95270
S16193	d	span-retracted item 95270
S16234	a-I	gcd 228525 named by 1 I line(s) on books of S4752
S16256	b	6/7 per-file CV links name another volume (82108x6)
S16257	e	53 files
S16262	d	label-ambiguous item 118504
S16361	b	2/2 per-file CV links name another volume (112967x2)
S16379	b	1/1 per-file CV links name another volume (129318x1)
S16381	e	21 files
S16389	b	10/10 per-file CV links name another volume (1543x10)
S16430	b	8/8 per-file CV links name another volume (77442x8)
S16434	d	label-ambiguous item 28889
S16434	e	89 files
S16439	b	2/2 per-file CV links name another volume (52409x2)
S16462	b	3/3 per-file CV links name another volume (145111x3)
S16497	e	37 files
S16521	d	label-ambiguous item 103706
S16521	d	label-ambiguous item 104046
S16521	e	93 files
S16549	b	18/18 per-file CV links name another volume (20769x18)
S16554	a-I	gcd 93597 named by 1 I line(s) on books of S4804
S16571	b	1/1 per-file CV links name another volume (62244x1)
S16571	d	label-ambiguous item 105917
S16641	e	230 files
S16691	b	3/3 per-file CV links name another volume (106310x2, 79990x1)
S16728	b	24/25 per-file CV links name another volume (133079x24)
S16728	e	27 files
S16728	f	1 shelf/shelves merged in after the wave that landed R-045 (2026-09-23): S103579
S16759	b	2/2 per-file CV links name another volume (141607x2)
S16773	b	1/1 per-file CV links name another volume (125654x1)
S16815	e	49 files
S16846	a-I	gcd 117636 named by 8 I line(s) on books of S100034
S16862	c	item 39838 judged #18-27 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39839 judged #28-36 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39840 judged #37-45 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39841 judged #46-54 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39842 judged #55-63 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39843 judged #64-72 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39844 judged #73-81 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39845 judged #82-90 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39846 judged #91-99 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39847 judged #100-108 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39848 judged #109-117 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39849 judged #118-126 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39850 judged #127-135 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39851 judged #136-146 does not fit the S run (cv 60417 count 17, gcd - count -)
S16862	c	item 39852 judged #147-158 does not fit the S run (cv 60417 count 17, gcd - count -)
S16863	a-I	gcd 173836 named by 1 I line(s) on books of S16864
S16896	e	33 files
S16916	a-C	cv 18066 named by 1 C line(s) on books of S102841
S16916	a-C	cv 18066 named by 1 C line(s) on books of S102842
S16916	a-C	gcd 824 named by 1 C line(s) on books of S102841
S16916	a-C	gcd 824 named by 1 C line(s) on books of S102842
S16916	e	135 files
S17059	b	1/1 per-file CV links name another volume (139845x1)
S17091	b	1/1 per-file CV links name another volume (3321x1)
S17096	f	1 shelf/shelves merged in after the wave that landed R-036 (2026-09-23): S103017
S17121	d	label-ambiguous item 16854
S17121	e	113 files
S17151	b	2/2 per-file CV links name another volume (4201x2)
S17154	a-I	cv 38695 named by 1 I line(s) on books of S94709
S17154	a-I	gcd 48910 named by 1 I line(s) on books of S94709
S17221	b	1/1 per-file CV links name another volume (39017x1)
S17270	e	23 files
S17277	b	1/1 per-file CV links name another volume (23417x1)
S17289	e	40 files
S17327	a-C	gcd 4215 named by 1 C line(s) on books of S18388
S17327	d	label-ambiguous item 72824
S17327	e	147 files
S17327	f	1 shelf/shelves merged in after the wave that landed C-019 (2026-09-16): S17243
S17341	b	1/1 per-file CV links name another volume (37475x1)
S17343	a-I	gcd 182001 named by 1 I line(s) on books of S102548
S17346	b	1/1 per-file CV links name another volume (132365x1)
S17353	e	66 files
S17373	b	12/12 per-file CV links name another volume (45091x12)
S17373	c	item 42143 judged #137-146 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42144 judged #147-156 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42145 judged #157-166 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42130 judged #14-22 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42140 judged #107-116 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42141 judged #117-126 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42142 judged #127-136 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42137 judged #79-87 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42138 judged #88-96 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42139 judged #97-106 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42132 judged #32-40 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42133 judged #41-49 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42134 judged #50-59 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42135 judged #60-69 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42136 judged #70-78 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17373	c	item 42131 judged #23-31 does not fit the S run (cv 95853 count 6, gcd 112565 count 18)
S17431	b	2/2 per-file CV links name another volume (118275x2)
S17453	c	item 40491 judged #0-33 does not fit the S run (cv 65009 count 3, gcd 44263 count 3)
S17462	b	1/1 per-file CV links name another volume (82212x1)
S17462	f	1 shelf/shelves merged in after the wave that landed R-046 (2026-09-23): S103586
S17473	e	65 files
S17477	a-S	gcd 120469 is also the S of S17476
S17491	b	34/34 per-file CV links name another volume (165037x34)
S17491	c	item 45426 judged #12-19 does not fit the S run (cv 108038 count 13, gcd - count -)
S17491	c	item 45429 judged #38-46 does not fit the S run (cv 108038 count 13, gcd - count -)
S17491	c	item 45428 judged #29-37 does not fit the S run (cv 108038 count 13, gcd - count -)
S17491	c	item 45427 judged #20-28 does not fit the S run (cv 108038 count 13, gcd - count -)
S17491	e	40 files
S17514	d	label-ambiguous item 22694
S17548	d	label-ambiguous item 12245
S17597	a-S	gcd 127367 is also the S of S17602
S17602	a-S	gcd 127367 is also the S of S17597
S17602	a-S	gcd 127367 is also the S of S17615
S17615	a-S	gcd 127367 is also the S of S17602
S17626	b	30/30 per-file CV links name another volume (54995x30)
S17626	e	30 files
S17641	d	label-ambiguous item 14255
S17677	e	28 files
S17700	a-C	cv 42285 named by 15 C line(s) on books of S63610
S17700	a-C	gcd 60636 named by 15 C line(s) on books of S63610
S17705	d	label-ambiguous item 32283
S17705	e	22 files
S17775	b	1/1 per-file CV links name another volume (93685x1)
S17779	b	2/2 per-file CV links name another volume (70911x2)
S17858	c	item 44036 judged #9-13 does not fit the S run (cv 124084 count 8, gcd - count -)
S17858	c	item 44037 judged #14-18 does not fit the S run (cv 124084 count 8, gcd - count -)
S17858	c	item 44038 judged #19-23 does not fit the S run (cv 124084 count 8, gcd - count -)
S17858	c	item 44039 judged #24-28 does not fit the S run (cv 124084 count 8, gcd - count -)
S17858	c	item 44040 judged #29-33 does not fit the S run (cv 124084 count 8, gcd - count -)
S17858	c	item 44041 judged #34-38 does not fit the S run (cv 124084 count 8, gcd - count -)
S17863	b	1/1 per-file CV links name another volume (103594x1)
S17866	c	item 45432 judged #1-9 does not fit the S run (cv 130015 count 2, gcd - count -)
S17866	c	item 45433 judged #10-19 does not fit the S run (cv 130015 count 2, gcd - count -)
S17907	d	label-ambiguous item 21961
S17909	a-C	gcd 3345 named by 1 C line(s) on books of S18388
S17909	a-I	gcd 3345 named by 1 I line(s) on books of S1110
S17909	e	206 files
S17909	f	1 shelf/shelves merged in after the wave that landed C-019 (2026-09-16): S500
S18018	e	36 files
S18018	f	2 shelf/shelves merged in after the wave that landed A-009 (2026-09-09): S1462, S1463
S18025	b	2/2 per-file CV links name another volume (132667x2)
S18039	c	item 10830 C #9-12 on the S's own run does not fit its count
S18043	b	2/2 per-file CV links name another volume (11015x1, 85553x1)
S18043	f	1 shelf/shelves merged in after the wave that landed R-038 (2026-09-23): S103237
S18048	e	21 files
S18048	f	2 shelf/shelves merged in after the wave that landed B-033 (2026-09-11): S3941, S16363
S18106	a-S	gcd 71160 is also the S of S18107
S18111	a-I	gcd 171401 named by 1 I line(s) on books of S18112
S18118	e	40 files
S18118	f	16 shelf/shelves merged in after the wave that landed R-006 (2026-09-10): S18119, S18120, S18121, S18122, S18123
S18169	d	label-ambiguous item 21702
S18169	e	85 files
S18176	d	label-ambiguous item 57760
S18176	e	126 files
S18183	b	11/11 per-file CV links name another volume (66049x11)
S18212	a-I	gcd 52882 named by 3 I line(s) on books of S18213
S18220	e	34 files
S18221	d	label-ambiguous item 12773
S18254	d	label-ambiguous item 30427
S18258	e	49 files
S18272	f	1 shelf/shelves merged in after the wave that landed R-042 (2026-09-23): S103414
S18310	b	1/1 per-file CV links name another volume (11905x1)
S18322	b	1/1 per-file CV links name another volume (21352x1)
S18368	d	label-ambiguous item 35623
S18396	c	item 45486 judged #1-7 does not fit the S run (cv 138320 count 5, gcd 170191 count 5)
S18396	c	item 45487 judged #8-13 does not fit the S run (cv 138320 count 5, gcd 170191 count 5)
S18396	c	item 45488 judged #14-19 does not fit the S run (cv 138320 count 5, gcd 170191 count 5)
S18403	a-I	cv 4358 named by 1 I line(s) on books of S102672
S18403	b	13/13 per-file CV links name another volume (2548x13)
S18409	d	label-ambiguous item 37351
S18425	b	3/3 per-file CV links name another volume (4511x3)
S18454	c	item 45493 judged #39-48 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45522 judged #330-339 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45523 judged #340-349 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45524 judged #350-359 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45525 judged #360-369 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45526 judged #370-379 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45527 judged #380-389 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45528 judged #390-399 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45529 judged #400-409 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45530 judged #410-419 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45531 judged #420-429 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45532 judged #430-439 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45500 judged #109-118 does not fit the S run (cv 121962 count 44, gcd - count -)
S18454	c	item 45501 judged #119-128 does not fit the S run (cv 121962 count 44, gcd - count -)
